Periodo,TRM,Tasa,Flujos_Financieros,TRM_Var,Tasa_Var,Volatilidad_TRM,Volatilidad_Tasa,Score_Riesgo,Riesgo_Label,fecha,Prob_Crisis,Regimen,Alerta
2023-11-01,4038.8046666666655,13.25,-2.56,-4.348880120057164,0.0,5.053444381116815,0.0,2.021377752446726,2,2023-11,0.9999175840362308,1,ROJA
2023-12-01,3948.206774193549,13.153225806451612,-1.78,-2.2431857925897414,-0.0967741935483879,5.153406944213875,0.0558726066957415,2.0781247376942726,2,2023-12,0.9988500522057719,1,ROJA
2024-01-01,3915.19870967742,13.0,-1.78,-0.8360267433782265,-0.1532258064516121,1.7679641793388197,0.0774921252978267,0.7304333093248759,1,2024-01,0.14380375267738352,0,VERDE
2024-02-01,3931.438620689655,12.75,-1.78,0.414791488669386,-0.25,1.3297547434953505,0.077492125297828,0.5551495349874886,1,2024-02,0.01638827485612077,0,VERDE
2024-03-01,3899.341290322581,12.653225806451612,-0.92,-0.8164271012183311,-0.0967741935483879,0.716569328081224,0.077492125297828,0.309875460821838,0,2024-03,0.0025380528018148214,0,VERDE
2024-04-01,3867.975333333333,12.25,-0.92,-0.8043911690185146,-0.4032258064516121,0.7073955084858824,0.1532258064516032,0.3289259453298339,0,2024-04,0.0013983430805663151,0,VERDE
2024-05-01,3869.10064516129,11.766129032258064,-0.92,0.0290930456112059,-0.4838709677419359,0.484724168711021,0.204230321647548,0.2551587639786728,0,2024-05,0.002813545877099917,0,VERDE
2024-06-01,4042.797,11.75,-1.0,4.489321182583739,-0.016129032258064,2.846393081058453,0.2500433538544787,1.213570338579725,2,2024-06,0.01899221947815836,0,VERDE
2024-07-01,4036.921935483871,11.266129032258064,-1.0,-0.1453217788607519,-0.4838709677419359,2.6269110803661886,0.2700509323628853,1.1317797118553412,2,2024-07,0.018299990018538586,0,VERDE
2024-08-01,4065.546451612903,10.75,-1.0,0.7090678637460712,-0.5161290322580641,2.466448600587624,0.2798282511757615,1.070527915587778,2,2024-08,0.011629245800210467,0,VERDE
2024-09-01,4182.512333333333,10.75,-2.05,2.87700271322755,0.0,1.5580098688426665,0.2891253690268506,0.7099417632451218,1,2024-09,0.003145025412062843,0,VERDE
2024-10-01,4249.47,10.25,-2.05,1.6008958570913334,-0.5,1.0896289421624443,0.2934420225590319,0.5238841836326874,1,2024-10,0.0015263645214919001,0,VERDE
2024-11-01,4408.652333333333,9.75,-2.05,3.7459338066472494,-0.5,1.0789406655314209,0.2886751345948086,0.518178806591011,1,2024-11,0.0019380864974484844,0,VERDE
2024-12-01,4385.148709677419,9.67741935483871,-2.63,-0.5331249070879562,-0.07258064516129,2.1395317206722493,0.2467706795729804,0.929844155140794,1,2024-12,0.007699722846233276,0,VERDE
2025-01-01,4307.567419354838,9.5,-2.63,-1.7691826539740665,-0.1774193548387099,2.8940943259059635,0.2227617309182703,1.2244662496378669,2,2025-01,0.020888053998202732,0,VERDE
2025-02-01,4127.953928571429,9.5,-2.63,-4.169719781433178,0.0,1.8491096746840496,0.0891970968980316,0.7664029989430293,1,2025-02,0.015677875150405796,0,VERDE
2025-03-01,4137.684516129032,9.5,2.28,0.2357242286609162,0.0,2.205680810786126,0.1024331122755636,0.9130024859971194,1,2025-03,0.045352816244244275,0,VERDE
2025-04-01,4280.258,9.5,2.28,3.4457311405740265,0.0,3.823331314575992,0.0,1.5293325258303971,2,2025-04,0.16454789655113353,0,VERDE
2025-05-01,4203.377096774194,9.258064516129032,2.28,-1.796174511578641,-0.2419354838709679,2.6429255170229804,0.1396815167394146,1.0990746618310163,2,2025-05,0.10624121581597475,0,VERDE
2025-06-01,4113.485,9.25,2.28,-2.138568458280377,-0.008064516129032,3.1299417058089536,0.1374126657971078,1.293200482062714,2,2025-06,0.07918371400112995,0,VERDE
2025-07-01,4040.8483870967743,9.25,2.28,-1.7658168901363511,0.0,0.2070019852850046,0.1374126657971078,0.1240245938531342,0,2025-07,0.009368963770046708,0,VERDE
2025-08-01,4047.4116129032254,9.25,2.28,0.1624219762218492,0.0,1.235017262832052,0.0046560505576297,0.4954037203001097,0,2025-08,0.0020834330021591344,0,VERDE
2025-09-01,3922.212,9.25,2.28,-3.0933254355471678,0.0,1.6370845667992575,0.0,0.6548338267197031,1,2025-09,0.001668398809275668,0,VERDE
2025-10-01,3877.844838709677,9.25,2.28,-1.131177031999353,0.0,1.6392740243197537,0.0,0.6557096097279015,1,2025-10,0.0015692960957140345,0,VERDE
2025-11-01,3786.183333333333,9.25,2.28,-2.363722871563978,0.0,0.9917590017694412,0.0,0.3967036007077765,0,2025-11,0.0011663855965677067,0,VERDE
2025-12-01,3791.471935483871,9.25,2.28,0.1396816182665405,0.0,1.251751106469614,0.0,0.5007004425878456,0,2025-12,0.0012335203388691319,0,VERDE
2026-01-01,3702.9990322580647,9.25,2.28,-2.33347113551865,0.0,1.4366879590916015,0.0,0.5746751836366407,1,2026-01,0.0014338444851864558,0,VERDE
2026-02-01,3675.6414285714286,10.214285714285714,2.28,-0.7387958637935066,0.9642857142857136,1.2537408326214254,0.5567306167185637,0.6685155180641393,1,2026-02,0.0021553075853711864,0,VERDE
2026-03-01,3717.557419354839,10.25,2.28,1.14037213906637,0.0357142857142864,1.7388621136442308,0.5467125001526164,0.8595585955034772,1,2026-03,0.005762700267540517,0,VERDE
2026-04-01,3646.868125,11.25,2.28,-1.9014983867312152,1.0,1.5349335401212134,0.5467125001526156,0.7779871660942701,1,2026-04,0.017437410633216643,0,VERDE
