fecha,macrosector_id,ocupados_miles,var_empleo_anual,macrosector
2022-11,M06,7028.47,2.9275,"Comercio, transporte y turismo"
2022-12,M06,6976.364,0.8335,"Comercio, transporte y turismo"
2023-01,M06,7167.324,8.0953,"Comercio, transporte y turismo"
2023-02,M06,7430.8150000000005,5.7743,"Comercio, transporte y turismo"
2023-03,M06,7195.064,2.2113,"Comercio, transporte y turismo"
2023-04,M06,7302.271,1.9698,"Comercio, transporte y turismo"
2023-05,M06,7404.160000000001,8.3455,"Comercio, transporte y turismo"
2023-06,M06,7405.74,4.5957,"Comercio, transporte y turismo"
2023-07,M06,7514.648999999999,6.5344,"Comercio, transporte y turismo"
2023-08,M06,7222.946,1.5061,"Comercio, transporte y turismo"
2023-09,M06,7573.154,3.0449,"Comercio, transporte y turismo"
2023-10,M06,7436.626,2.1018,"Comercio, transporte y turismo"
2023-11,M06,7283.893,3.6341,"Comercio, transporte y turismo"
2023-12,M06,7444.614,6.7119,"Comercio, transporte y turismo"
2024-01,M06,7116.405,-0.7104,"Comercio, transporte y turismo"
2024-02,M06,7333.719,-1.3067,"Comercio, transporte y turismo"
2024-03,M06,7286.256,1.2674,"Comercio, transporte y turismo"
2024-04,M06,7435.417,1.8234,"Comercio, transporte y turismo"
2024-05,M06,7343.5689999999995,-0.8183,"Comercio, transporte y turismo"
2024-06,M06,7434.01,0.3817,"Comercio, transporte y turismo"
2024-07,M06,7316.164000000001,-2.6413,"Comercio, transporte y turismo"
2024-08,M06,7553.697,4.5792,"Comercio, transporte y turismo"
2024-09,M06,7603.763999999999,0.4042,"Comercio, transporte y turismo"
2024-10,M06,7617.039,2.426,"Comercio, transporte y turismo"
2024-11,M06,7535.07,3.4484,"Comercio, transporte y turismo"
2024-12,M06,7886.155,5.931,"Comercio, transporte y turismo"
2025-01,M06,7617.762,7.0451,"Comercio, transporte y turismo"
2025-02,M06,7748.597,5.6571,"Comercio, transporte y turismo"
2025-03,M06,7671.107,5.2819,"Comercio, transporte y turismo"
2025-04,M06,7754.706,4.2942,"Comercio, transporte y turismo"
2025-05,M06,7739.727,5.3946,"Comercio, transporte y turismo"
2025-06,M06,7622.057,2.5296,"Comercio, transporte y turismo"
2025-07,M06,7766.598,6.1567,"Comercio, transporte y turismo"
2025-08,M06,7623.655,0.9261,"Comercio, transporte y turismo"
2025-09,M06,7818.329,2.8218,"Comercio, transporte y turismo"
2025-10,M06,7906.2080000000005,3.7963,"Comercio, transporte y turismo"
2025-11,M06,7942.933999999999,5.4129,"Comercio, transporte y turismo"
2025-12,M06,7891.085,0.0625,"Comercio, transporte y turismo"
2026-01,M06,7444.460999999999,-2.275,"Comercio, transporte y turismo"
2026-02,M06,7671.957,-0.9891,"Comercio, transporte y turismo"
2026-03,M06,7806.44,1.7642,"Comercio, transporte y turismo"
2015-01,M07,379.76,,TIC y economía digital
2015-02,M07,343.609,,TIC y economía digital
2015-03,M07,326.8,,TIC y economía digital
2015-04,M07,411.974,,TIC y economía digital
2015-05,M07,368.491,,TIC y economía digital
2015-06,M07,388.992,,TIC y economía digital
2015-07,M07,370.47,,TIC y economía digital
2015-08,M07,376.938,,TIC y economía digital
2015-09,M07,316.084,,TIC y economía digital
2015-10,M07,383.611,,TIC y economía digital
2015-11,M07,434.728,,TIC y economía digital
2015-12,M07,429.967,,TIC y economía digital
2016-01,M07,319.391,-15.8966,TIC y economía digital
2016-02,M07,341.612,-0.5812,TIC y economía digital
2016-03,M07,319.428,-2.2558,TIC y economía digital
2016-04,M07,325.296,-21.0397,TIC y economía digital
2016-05,M07,346.373,-6.0023,TIC y economía digital
2016-06,M07,312.74,-19.6025,TIC y economía digital
2016-07,M07,310.448,-16.2016,TIC y economía digital
2016-08,M07,344.761,-8.5364,TIC y economía digital
2016-09,M07,340.428,7.7018,TIC y economía digital
2016-10,M07,321.804,-16.1119,TIC y economía digital
2016-11,M07,323.026,-25.6947,TIC y economía digital
2016-12,M07,336.021,-21.8496,TIC y economía digital
2017-01,M07,290.059,-9.1837,TIC y economía digital
2017-02,M07,366.288,7.2234,TIC y economía digital
2017-03,M07,348.435,9.0809,TIC y economía digital
2017-04,M07,344.961,6.0453,TIC y economía digital
2017-05,M07,358.345,3.4564,TIC y economía digital
2017-06,M07,339.498,8.556,TIC y economía digital
2017-07,M07,350.798,12.9973,TIC y economía digital
2017-08,M07,336.179,-2.4893,TIC y economía digital
2017-09,M07,342.798,0.6962,TIC y economía digital
2017-10,M07,333.101,3.5105,TIC y economía digital
2017-11,M07,311.477,-3.5753,TIC y economía digital
2017-12,M07,291.121,-13.3623,TIC y economía digital
2018-01,M07,298.825,3.0221,TIC y economía digital
2018-02,M07,357.65,-2.3583,TIC y economía digital
2018-03,M07,300.779,-13.6772,TIC y economía digital
2018-04,M07,314.4,-8.8593,TIC y economía digital
2018-05,M07,328.654,-8.2856,TIC y economía digital
2018-06,M07,315.907,-6.9488,TIC y economía digital
2018-07,M07,323.658,-7.7366,TIC y economía digital
2018-08,M07,311.456,-7.3541,TIC y economía digital
2018-09,M07,370.676,8.1325,TIC y economía digital
2018-10,M07,332.227,-0.2624,TIC y economía digital
2018-11,M07,298.647,-4.1191,TIC y economía digital
2018-12,M07,358.867,23.2707,TIC y economía digital
2019-01,M07,265.972,-10.9941,TIC y economía digital
2019-02,M07,328.758,-8.0783,TIC y economía digital
2019-03,M07,305.086,1.4319,TIC y economía digital
2019-04,M07,395.067,25.6574,TIC y economía digital
2019-05,M07,342.379,4.1761,TIC y economía digital
2019-06,M07,338.546,7.1663,TIC y economía digital
2019-07,M07,259.588,-19.7956,TIC y economía digital
2019-08,M07,329.563,5.8137,TIC y economía digital
2019-09,M07,343.736,-7.2678,TIC y economía digital
2019-10,M07,282.555,-14.9512,TIC y economía digital
2019-11,M07,266.007,-10.9293,TIC y economía digital
2019-12,M07,281.434,-21.5771,TIC y economía digital
2020-01,M07,322.535,21.2665,TIC y economía digital
2020-02,M07,303.251,-7.7586,TIC y economía digital
2020-03,M07,293.404,-3.8291,TIC y economía digital
2020-04,M07,282.941,-28.3815,TIC y economía digital
2020-05,M07,255.902,-25.2577,TIC y economía digital
2020-06,M07,294.057,-13.1412,TIC y economía digital
2020-07,M07,260.804,0.4684,TIC y economía digital
2020-08,M07,256.12,-22.285,TIC y economía digital
2020-09,M07,296.333,-13.7905,TIC y economía digital
2020-10,M07,290.801,2.9184,TIC y economía digital
2020-11,M07,319.888,20.2555,TIC y economía digital
2020-12,M07,310.233,10.2329,TIC y economía digital
2021-01,M07,386.49,19.8289,TIC y economía digital
2021-02,M07,366.212,20.762,TIC y economía digital
2021-03,M07,357.896,21.9806,TIC y economía digital
2021-04,M07,340.805,20.4509,TIC y economía digital
2021-05,M07,316.968,23.863,TIC y economía digital
2021-06,M07,366.992,24.803,TIC y economía digital
2021-07,M07,348.665,33.6885,TIC y economía digital
2021-08,M07,340.887,33.0966,TIC y economía digital
2021-09,M07,360.503,21.6547,TIC y economía digital
2021-10,M07,389.478,33.9328,TIC y economía digital
2021-11,M07,418.635,30.8692,TIC y economía digital
2021-12,M07,379.935,22.4676,TIC y economía digital
2022-01,M07,385.803,-0.1778,TIC y economía digital
2022-02,M07,399.33,9.0434,TIC y economía digital
2022-03,M07,344.773,-3.6667,TIC y economía digital
2022-04,M07,418.262,22.7277,TIC y economía digital
2022-05,M07,338.056,6.653,TIC y economía digital
2022-06,M07,474.13,29.1936,TIC y economía digital
2022-07,M07,339.915,-2.5096,TIC y economía digital
2022-08,M07,371.562,8.9986,TIC y economía digital
2022-09,M07,365.565,1.4041,TIC y economía digital
2022-10,M07,353.885,-9.1386,TIC y economía digital
2022-11,M07,402.746,-3.7954,TIC y economía digital
2022-12,M07,399.777,5.2225,TIC y economía digital
2023-01,M07,430.542,11.5963,TIC y economía digital
2023-02,M07,355.831,-10.893,TIC y economía digital
2023-03,M07,385.605,11.8432,TIC y economía digital
2023-04,M07,426.537,1.9784,TIC y economía digital
2023-05,M07,414.435,22.5936,TIC y economía digital
2023-06,M07,366.655,-22.6678,TIC y economía digital
2023-07,M07,373.895,9.9966,TIC y economía digital
2023-08,M07,422.227,13.6357,TIC y economía digital
2023-09,M07,478.73,30.9562,TIC y economía digital
2023-10,M07,392.988,11.0496,TIC y economía digital
2023-11,M07,454.532,12.8582,TIC y economía digital
2023-12,M07,333.286,-16.632,TIC y economía digital
2024-01,M07,361.866,-15.9511,TIC y economía digital
2024-02,M07,388.453,9.1678,TIC y economía digital
2024-03,M07,330.881,-14.1917,TIC y economía digital
2024-04,M07,412.466,-3.2989,TIC y economía digital
2024-05,M07,389.794,-5.9457,TIC y economía digital
2024-06,M07,490.96,33.9024,TIC y economía digital
2024-07,M07,436.584,16.7665,TIC y economía digital
2024-08,M07,419.321,-0.6883,TIC y economía digital
2024-09,M07,379.91,-20.6421,TIC y economía digital
2024-10,M07,349.163,-11.1517,TIC y economía digital
2024-11,M07,496.598,9.2548,TIC y economía digital
2024-12,M07,415.99,24.8147,TIC y economía digital
2025-01,M07,368.716,1.893,TIC y economía digital
2025-02,M07,351.26,-9.5746,TIC y economía digital
2025-03,M07,406.93,22.9838,TIC y economía digital
2025-04,M07,474.589,15.0614,TIC y economía digital
2025-05,M07,430.986,10.5676,TIC y economía digital
2025-06,M07,366.72,-25.3055,TIC y economía digital
2025-07,M07,356.763,-18.2831,TIC y economía digital
2025-08,M07,408.244,-2.6417,TIC y economía digital
2025-09,M07,426.547,12.2758,TIC y economía digital
2025-10,M07,393.58,12.721,TIC y economía digital
2025-11,M07,498.859,0.4553,TIC y economía digital
2025-12,M07,391.19,-5.9617,TIC y economía digital
2026-01,M07,461.74,25.2292,TIC y economía digital
2026-02,M07,447.295,27.3401,TIC y economía digital
2026-03,M07,402.456,-1.0995,TIC y economía digital
2015-01,M08,290.008,,Financiero y seguros
2015-02,M08,310.047,,Financiero y seguros
2015-03,M08,247.22,,Financiero y seguros
2015-04,M08,252.63,,Financiero y seguros
2015-05,M08,295.848,,Financiero y seguros
2015-06,M08,315.621,,Financiero y seguros
2015-07,M08,293.572,,Financiero y seguros
2015-08,M08,322.686,,Financiero y seguros
2015-09,M08,324.381,,Financiero y seguros
2015-10,M08,287.739,,Financiero y seguros
2015-11,M08,281.542,,Financiero y seguros
2015-12,M08,305.499,,Financiero y seguros
2016-01,M08,329.342,13.5631,Financiero y seguros
2016-02,M08,307.559,-0.8025,Financiero y seguros
2016-03,M08,294.506,19.1271,Financiero y seguros
2016-04,M08,284.778,12.7253,Financiero y seguros
2016-05,M08,296.469,0.2099,Financiero y seguros
2016-06,M08,314.385,-0.3916,Financiero y seguros
2016-07,M08,266.567,-9.1988,Financiero y seguros
2016-08,M08,343.318,6.3938,Financiero y seguros
2016-09,M08,311.765,-3.8893,Financiero y seguros
2016-10,M08,326.68,13.5334,Financiero y seguros
2016-11,M08,346.815,23.1841,Financiero y seguros
2016-12,M08,262.882,-13.95,Financiero y seguros
2017-01,M08,296.133,-10.0834,Financiero y seguros
2017-02,M08,256.563,-16.5809,Financiero y seguros
2017-03,M08,260.605,-11.5111,Financiero y seguros
2017-04,M08,287.978,1.1237,Financiero y seguros
2017-05,M08,275.994,-6.9063,Financiero y seguros
2017-06,M08,312.123,-0.7195,Financiero y seguros
2017-07,M08,306.2,14.8679,Financiero y seguros
2017-08,M08,285.029,-16.9781,Financiero y seguros
2017-09,M08,291.594,-6.4699,Financiero y seguros
2017-10,M08,263.501,-19.3397,Financiero y seguros
2017-11,M08,331.26,-4.4851,Financiero y seguros
2017-12,M08,266.603,1.4155,Financiero y seguros
2018-01,M08,254.232,-14.1494,Financiero y seguros
2018-02,M08,282.913,10.2704,Financiero y seguros
2018-03,M08,271.638,4.2336,Financiero y seguros
2018-04,M08,263.526,-8.4909,Financiero y seguros
2018-05,M08,315.112,14.1735,Financiero y seguros
2018-06,M08,231.318,-25.8888,Financiero y seguros
2018-07,M08,276.152,-9.8132,Financiero y seguros
2018-08,M08,298.309,4.6592,Financiero y seguros
2018-09,M08,342.621,17.4993,Financiero y seguros
2018-10,M08,305.185,15.8193,Financiero y seguros
2018-11,M08,264.934,-20.0223,Financiero y seguros
2018-12,M08,305.219,14.4845,Financiero y seguros
2019-01,M08,319.611,25.7163,Financiero y seguros
2019-02,M08,333.361,17.8316,Financiero y seguros
2019-03,M08,280.527,3.2724,Financiero y seguros
2019-04,M08,323.232,22.6566,Financiero y seguros
2019-05,M08,296.314,-5.9655,Financiero y seguros
2019-06,M08,263.476,13.9021,Financiero y seguros
2019-07,M08,302.516,9.5469,Financiero y seguros
2019-08,M08,271.969,-8.8298,Financiero y seguros
2019-09,M08,347.964,1.5594,Financiero y seguros
2019-10,M08,313.964,2.8766,Financiero y seguros
2019-11,M08,282.919,6.7885,Financiero y seguros
2019-12,M08,302.849,-0.7765,Financiero y seguros
2020-01,M08,298.58,-6.5802,Financiero y seguros
2020-02,M08,306.107,-8.1755,Financiero y seguros
2020-03,M08,273.098,-2.6482,Financiero y seguros
2020-04,M08,260.474,-19.4158,Financiero y seguros
2020-05,M08,281.302,-5.0662,Financiero y seguros
2020-06,M08,308.571,17.1154,Financiero y seguros
2020-07,M08,214.322,-29.1535,Financiero y seguros
2020-08,M08,284.59,4.6406,Financiero y seguros
2020-09,M08,269.373,-22.586,Financiero y seguros
2020-10,M08,222.733,-29.0578,Financiero y seguros
2020-11,M08,282.896,-0.0081,Financiero y seguros
2020-12,M08,271.351,-10.4006,Financiero y seguros
2021-01,M08,393.853,31.9087,Financiero y seguros
2021-02,M08,339.482,10.9031,Financiero y seguros
2021-03,M08,325.821,19.3055,Financiero y seguros
2021-04,M08,354.484,36.0919,Financiero y seguros
2021-05,M08,362.541,28.8796,Financiero y seguros
2021-06,M08,363.876,17.9229,Financiero y seguros
2021-07,M08,348.581,62.6436,Financiero y seguros
2021-08,M08,344.358,21.0014,Financiero y seguros
2021-09,M08,470.562,74.6879,Financiero y seguros
2021-10,M08,354.583,59.1964,Financiero y seguros
2021-11,M08,329.937,16.6284,Financiero y seguros
2021-12,M08,406.634,49.8554,Financiero y seguros
2022-01,M08,448.619,13.9052,Financiero y seguros
2022-02,M08,409.906,20.7445,Financiero y seguros
2022-03,M08,356.02,9.2686,Financiero y seguros
2022-04,M08,378.867,6.8784,Financiero y seguros
2022-05,M08,443.572,22.3509,Financiero y seguros
2022-06,M08,393.675,8.1893,Financiero y seguros
2022-07,M08,441.249,26.5844,Financiero y seguros
2022-08,M08,399.129,15.9052,Financiero y seguros
2022-09,M08,463.599,-1.4797,Financiero y seguros
2022-10,M08,463.597,30.7443,Financiero y seguros
2022-11,M08,392.059,18.8284,Financiero y seguros
2022-12,M08,437.811,7.6671,Financiero y seguros
2023-01,M08,380.155,-15.2611,Financiero y seguros
2023-02,M08,403.564,-1.5472,Financiero y seguros
2023-03,M08,357.354,0.3747,Financiero y seguros
2023-04,M08,393.967,3.9856,Financiero y seguros
2023-05,M08,467.673,5.4334,Financiero y seguros
2023-06,M08,428.057,8.7336,Financiero y seguros
2023-07,M08,465.816,5.5676,Financiero y seguros
2023-08,M08,435.557,9.1269,Financiero y seguros
2023-09,M08,399.312,-13.8669,Financiero y seguros
2023-10,M08,408.611,-11.8607,Financiero y seguros
2023-11,M08,486.049,23.9734,Financiero y seguros
2023-12,M08,440.966,0.7206,Financiero y seguros
2024-01,M08,422.549,11.1518,Financiero y seguros
2024-02,M08,471.049,16.7223,Financiero y seguros
2024-03,M08,390.588,9.3,Financiero y seguros
2024-04,M08,470.655,19.4656,Financiero y seguros
2024-05,M08,412.932,-11.705,Financiero y seguros
2024-06,M08,448.917,4.8732,Financiero y seguros
2024-07,M08,438.777,-5.8047,Financiero y seguros
2024-08,M08,376.202,-13.6274,Financiero y seguros
2024-09,M08,346.628,-13.1937,Financiero y seguros
2024-10,M08,404.354,-1.0418,Financiero y seguros
2024-11,M08,417.947,-14.0113,Financiero y seguros
2024-12,M08,459.216,4.1386,Financiero y seguros
2025-01,M08,483.989,14.5403,Financiero y seguros
2025-02,M08,450.146,-4.4375,Financiero y seguros
2025-03,M08,319.485,-18.2041,Financiero y seguros
2025-04,M08,416.925,-11.416,Financiero y seguros
2025-05,M08,433.272,4.9258,Financiero y seguros
2025-06,M08,434.648,-3.1785,Financiero y seguros
2025-07,M08,475.338,8.3325,Financiero y seguros
2025-08,M08,478.557,27.2075,Financiero y seguros
2025-09,M08,433.098,24.9461,Financiero y seguros
2025-10,M08,441.096,9.0866,Financiero y seguros
2025-11,M08,449.281,7.4971,Financiero y seguros
2025-12,M08,418.718,-8.8189,Financiero y seguros
2026-01,M08,488.498,0.9316,Financiero y seguros
2026-02,M08,475.085,5.5402,Financiero y seguros
2026-03,M08,558.658,74.862,Financiero y seguros
2015-01,M09,240.036,,Inmobiliario
2015-02,M09,227.024,,Inmobiliario
2015-03,M09,231.83,,Inmobiliario
2015-04,M09,224.549,,Inmobiliario
2015-05,M09,242.319,,Inmobiliario
2015-06,M09,296.901,,Inmobiliario
2015-07,M09,226.821,,Inmobiliario
2015-08,M09,244.812,,Inmobiliario
2015-09,M09,199.253,,Inmobiliario
2015-10,M09,246.422,,Inmobiliario
2015-11,M09,268.705,,Inmobiliario
2015-12,M09,271.631,,Inmobiliario
2016-01,M09,277.982,15.8085,Inmobiliario
2016-02,M09,207.046,-8.8,Inmobiliario
2016-03,M09,212.632,-8.2811,Inmobiliario
2016-04,M09,268.617,19.6251,Inmobiliario
2016-05,M09,222.317,-8.2544,Inmobiliario
2016-06,M09,271.859,-8.4345,Inmobiliario
2016-07,M09,215.586,-4.9532,Inmobiliario
2016-08,M09,236.079,-3.5672,Inmobiliario
2016-09,M09,270.566,35.7902,Inmobiliario
2016-10,M09,292.291,18.614,Inmobiliario
2016-11,M09,221.391,-17.6082,Inmobiliario
2016-12,M09,240.525,-11.4516,Inmobiliario
2017-01,M09,337.537,21.424,Inmobiliario
2017-02,M09,269.255,30.046,Inmobiliario
2017-03,M09,230.735,8.5138,Inmobiliario
2017-04,M09,263.995,-1.7207,Inmobiliario
2017-05,M09,193.285,-13.0588,Inmobiliario
2017-06,M09,267.8,-1.4931,Inmobiliario
2017-07,M09,252.195,16.9812,Inmobiliario
2017-08,M09,285.601,20.9769,Inmobiliario
2017-09,M09,243.303,-10.0763,Inmobiliario
2017-10,M09,310.936,6.3789,Inmobiliario
2017-11,M09,259.063,17.016,Inmobiliario
2017-12,M09,237.689,-1.1791,Inmobiliario
2018-01,M09,259.793,-23.0327,Inmobiliario
2018-02,M09,230.161,-14.5193,Inmobiliario
2018-03,M09,283.389,22.8201,Inmobiliario
2018-04,M09,272.148,3.0883,Inmobiliario
2018-05,M09,243.348,25.9011,Inmobiliario
2018-06,M09,353.033,31.8271,Inmobiliario
2018-07,M09,263.163,4.349,Inmobiliario
2018-08,M09,269.057,-5.7927,Inmobiliario
2018-09,M09,273.632,12.4655,Inmobiliario
2018-10,M09,310.958,0.0071,Inmobiliario
2018-11,M09,256.015,-1.1765,Inmobiliario
2018-12,M09,318.01,33.7925,Inmobiliario
2019-01,M09,279.524,7.5949,Inmobiliario
2019-02,M09,220.477,-4.2075,Inmobiliario
2019-03,M09,289.869,2.2866,Inmobiliario
2019-04,M09,216.219,-20.551,Inmobiliario
2019-05,M09,260.413,7.0126,Inmobiliario
2019-06,M09,265.923,-24.6747,Inmobiliario
2019-07,M09,308.439,17.2045,Inmobiliario
2019-08,M09,256.752,-4.5734,Inmobiliario
2019-09,M09,289.492,5.7961,Inmobiliario
2019-10,M09,294.346,-5.3422,Inmobiliario
2019-11,M09,272.151,6.3028,Inmobiliario
2019-12,M09,234.811,-26.1624,Inmobiliario
2020-01,M09,299.15,7.0212,Inmobiliario
2020-02,M09,247.848,12.4144,Inmobiliario
2020-03,M09,225.114,-22.3394,Inmobiliario
2020-04,M09,155.959,-27.8699,Inmobiliario
2020-05,M09,157.842,-39.3878,Inmobiliario
2020-06,M09,208.886,-21.4487,Inmobiliario
2020-07,M09,199.141,-35.4359,Inmobiliario
2020-08,M09,235.899,-8.1218,Inmobiliario
2020-09,M09,253.447,-12.4511,Inmobiliario
2020-10,M09,276.241,-6.1509,Inmobiliario
2020-11,M09,234.717,-13.7549,Inmobiliario
2020-12,M09,235.608,0.3394,Inmobiliario
2021-01,M09,148.0127798683575,-50.5222,Inmobiliario
2021-02,M09,148.932,-39.9099,Inmobiliario
2021-03,M09,156.974,-30.2691,Inmobiliario
2021-04,M09,148.0127798683575,-5.0951,Inmobiliario
2021-05,M09,197.255,24.9699,Inmobiliario
2021-06,M09,194.622,-6.8286,Inmobiliario
2021-07,M09,204.697,2.79,Inmobiliario
2021-08,M09,183.869,-22.056,Inmobiliario
2021-09,M09,159.909,-36.9063,Inmobiliario
2021-10,M09,159.919,-42.1089,Inmobiliario
2021-11,M09,200.642,-14.5175,Inmobiliario
2021-12,M09,181.375,-23.0183,Inmobiliario
2022-01,M09,183.689,24.1035,Inmobiliario
2022-02,M09,176.429,18.4628,Inmobiliario
2022-03,M09,182.804,16.455,Inmobiliario
2022-04,M09,223.175,50.7809,Inmobiliario
2022-05,M09,227.849,15.5099,Inmobiliario
2022-06,M09,202.627,4.1131,Inmobiliario
2022-07,M09,239.294,16.9016,Inmobiliario
2022-08,M09,236.812,28.7939,Inmobiliario
2022-09,M09,240.675,50.5075,Inmobiliario
2022-10,M09,225.73,41.1527,Inmobiliario
2022-11,M09,247.318,23.2633,Inmobiliario
2022-12,M09,268.981,48.301,Inmobiliario
2023-01,M09,245.442,33.6182,Inmobiliario
2023-02,M09,246.154,39.5201,Inmobiliario
2023-03,M09,261.953,43.2972,Inmobiliario
2023-04,M09,242.559,8.6856,Inmobiliario
2023-05,M09,246.439,8.1589,Inmobiliario
2023-06,M09,268.96,32.7365,Inmobiliario
2023-07,M09,296.871,24.0612,Inmobiliario
2023-08,M09,387.531,63.645,Inmobiliario
2023-09,M09,283.147,17.647,Inmobiliario
2023-10,M09,308.77,36.7873,Inmobiliario
2023-11,M09,270.485,9.3673,Inmobiliario
2023-12,M09,244.861,-8.9672,Inmobiliario
2024-01,M09,283.846,15.6469,Inmobiliario
2024-02,M09,318.885,29.547,Inmobiliario
2024-03,M09,284.867,8.7474,Inmobiliario
2024-04,M09,235.357,-2.9692,Inmobiliario
2024-05,M09,294.998,19.7043,Inmobiliario
2024-06,M09,345.944,28.6228,Inmobiliario
2024-07,M09,342.136,15.2474,Inmobiliario
2024-08,M09,316.493,-18.3309,Inmobiliario
2024-09,M09,255.092,-9.9083,Inmobiliario
2024-10,M09,301.914,-2.2204,Inmobiliario
2024-11,M09,289.956,7.1986,Inmobiliario
2024-12,M09,389.816,59.1989,Inmobiliario
2025-01,M09,370.903,30.6705,Inmobiliario
2025-02,M09,249.887,-21.6373,Inmobiliario
2025-03,M09,328.07,15.166,Inmobiliario
2025-04,M09,290.29,23.3403,Inmobiliario
2025-05,M09,336.997,14.237,Inmobiliario
2025-06,M09,305.512,-11.6874,Inmobiliario
2025-07,M09,341.76,-0.1099,Inmobiliario
2025-08,M09,360.141,13.7911,Inmobiliario
2025-09,M09,282.085,10.5817,Inmobiliario
2025-10,M09,303.424,0.5001,Inmobiliario
2025-11,M09,338.633,16.7877,Inmobiliario
2025-12,M09,355.816,-8.7221,Inmobiliario
2026-01,M09,331.652,-10.5826,Inmobiliario
2026-02,M09,268.374,7.3981,Inmobiliario
2026-03,M09,332.447,1.3342,Inmobiliario
2015-01,M10,1129.645,,Servicios profesionales
2015-02,M10,1094.059,,Servicios profesionales
2015-03,M10,1154.564,,Servicios profesionales
2015-04,M10,1102.028,,Servicios profesionales
2015-05,M10,1160.89,,Servicios profesionales
2015-06,M10,1251.179,,Servicios profesionales
2015-07,M10,1158.136,,Servicios profesionales
2015-08,M10,1209.249,,Servicios profesionales
2015-09,M10,1118.794,,Servicios profesionales
2015-10,M10,1132.616,,Servicios profesionales
2015-11,M10,1373.228,,Servicios profesionales
2015-12,M10,1211.969,,Servicios profesionales
2016-01,M10,1142.231,1.1142,Servicios profesionales
2016-02,M10,1190.181,8.7858,Servicios profesionales
2016-03,M10,1196.248,3.6104,Servicios profesionales
2016-04,M10,1309.752,18.8492,Servicios profesionales
2016-05,M10,1243.174,7.088,Servicios profesionales
2016-06,M10,1273.148,1.7559,Servicios profesionales
2016-07,M10,1162.17,0.3483,Servicios profesionales
2016-08,M10,1221.529,1.0155,Servicios profesionales
2016-09,M10,1265.545,13.1169,Servicios profesionales
2016-10,M10,1397.186,23.3592,Servicios profesionales
2016-11,M10,1261.293,-8.1512,Servicios profesionales
2016-12,M10,1240.135,2.324,Servicios profesionales
2017-01,M10,1214.13,6.2946,Servicios profesionales
2017-02,M10,1256.391,5.563,Servicios profesionales
2017-03,M10,1163.065,-2.7739,Servicios profesionales
2017-04,M10,1359.227,3.7774,Servicios profesionales
2017-05,M10,1287.544,3.5691,Servicios profesionales
2017-06,M10,1271.146,-0.1572,Servicios profesionales
2017-07,M10,1265.997,8.9339,Servicios profesionales
2017-08,M10,1430.042,17.0698,Servicios profesionales
2017-09,M10,1319.245,4.2432,Servicios profesionales
2017-10,M10,1318.682,-5.6187,Servicios profesionales
2017-11,M10,1406.756,11.5328,Servicios profesionales
2017-12,M10,1342.403,8.2465,Servicios profesionales
2018-01,M10,1286.625,5.9709,Servicios profesionales
2018-02,M10,1286.275,2.3786,Servicios profesionales
2018-03,M10,1301.577,11.9092,Servicios profesionales
2018-04,M10,1213.902,-10.6917,Servicios profesionales
2018-05,M10,1285.209,-0.1814,Servicios profesionales
2018-06,M10,1388.626,9.2421,Servicios profesionales
2018-07,M10,1248.568,-1.3767,Servicios profesionales
2018-08,M10,1302.526,-8.9169,Servicios profesionales
2018-09,M10,1339.891,1.565,Servicios profesionales
2018-10,M10,1392.748,5.6167,Servicios profesionales
2018-11,M10,1365.069,-2.9633,Servicios profesionales
2018-12,M10,1367.387,1.8611,Servicios profesionales
2019-01,M10,1211.24,-5.8591,Servicios profesionales
2019-02,M10,1272.822,-1.0459,Servicios profesionales
2019-03,M10,1205.922,-7.3492,Servicios profesionales
2019-04,M10,1381.406,13.7988,Servicios profesionales
2019-05,M10,1300.707,1.2059,Servicios profesionales
2019-06,M10,1331.19,-4.1362,Servicios profesionales
2019-07,M10,1260.658,0.9683,Servicios profesionales
2019-08,M10,1332.442,2.2968,Servicios profesionales
2019-09,M10,1442.948,7.6914,Servicios profesionales
2019-10,M10,1405.029,0.8818,Servicios profesionales
2019-11,M10,1399.304,2.5079,Servicios profesionales
2019-12,M10,1366.239,-0.084,Servicios profesionales
2020-01,M10,1398.836,15.4879,Servicios profesionales
2020-02,M10,1277.577,0.3736,Servicios profesionales
2020-03,M10,1305.081,8.2227,Servicios profesionales
2020-04,M10,1054.914,-23.6348,Servicios profesionales
2020-05,M10,1171.03,-9.9697,Servicios profesionales
2020-06,M10,1191.027,-10.5292,Servicios profesionales
2020-07,M10,1099.351,-12.7955,Servicios profesionales
2020-08,M10,1070.434,-19.6637,Servicios profesionales
2020-09,M10,1207.709,-16.3027,Servicios profesionales
2020-10,M10,1187.718,-15.4667,Servicios profesionales
2020-11,M10,1298.997,-7.1683,Servicios profesionales
2020-12,M10,1330.203,-2.6376,Servicios profesionales
2021-01,M10,1484.79,6.1447,Servicios profesionales
2021-02,M10,1699.544,33.0287,Servicios profesionales
2021-03,M10,1549.832,18.7537,Servicios profesionales
2021-04,M10,1599.635,51.6365,Servicios profesionales
2021-05,M10,1617.483,38.1248,Servicios profesionales
2021-06,M10,1637.417,37.4794,Servicios profesionales
2021-07,M10,1631.544,48.4097,Servicios profesionales
2021-08,M10,1712.657,59.9965,Servicios profesionales
2021-09,M10,1708.135,41.436,Servicios profesionales
2021-10,M10,1733.22,45.9286,Servicios profesionales
