fecha,macrosector_id,macrosector,ise_var_anual,ipc_var_anual,tpm,var_empleo_anual,ipp_var_anual,trm,trm_var_anual,ipc_var_Alimentos,ipc_var_Alojamiento,ipc_var_Bebidas_alc,ipc_var_Bienes_div,ipc_var_Educacion,ipc_var_Info_Com,ipc_var_Muebles,ipc_var_Vestuario,ipc_var_Recreacion,ipc_var_Restaurantes,ipc_var_Salud,ipc_var_Transporte,ipc_var_Total,ici,icco,costo_var,eoe_val,trm_ajustado,ise_norm,emp_norm,costo_norm,tpm_norm,trm_norm,eoe_norm,icds,estado,estado_nombre,vulnerabilidad
2015-01,M01,Agropecuario,2.9601,,4.5,,,2397.2581,,,,,,,,,,,,,,,0.8,22.7,,,,0.5,,,0.79,,,0.7094,S2,Crecimiento,Moderada
2015-02,M01,Agropecuario,2.2221,,4.5,,,2420.6725,,,,,,,,,,,,,,,7.3,21.4,,,,0.41,,,0.79,,,0.6844,S2,Crecimiento,Moderada
2015-03,M01,Agropecuario,3.7479,,4.5,,,2585.3623,,,,,,,,,,,,,,,4.1,20.3,,,,0.58,,,0.79,,,0.7316,S2,Crecimiento,Moderada
2015-04,M01,Agropecuario,4.1047,,4.5,,,2505.248,,,,,,,,,,,,,,,-0.1,18.1,,,,0.6,,,0.79,,,0.7372,S2,Crecimiento,Moderada
2015-05,M01,Agropecuario,1.4892,,4.5,,,2437.5352,,,,,,,,,,,,,,,0.9,18.7,,,,0.28,,,0.79,,,0.6483,S2,Crecimiento,Moderada
2015-06,M01,Agropecuario,3.7214,,4.5,,,2562.4777,,,,,,,,,,,,,,,0.1,20.6,,,,0.57,,,0.79,,,0.7289,S2,Crecimiento,Moderada
2015-07,M01,Agropecuario,5.7183,,4.5,,,2732.0358,,,,,,,,,,,,,,,0.1,18.2,,,,0.72,,,0.79,,,0.7705,S2,Crecimiento,Moderada
2015-08,M01,Agropecuario,8.1115,,4.5,,,3012.5874,,,,,,,,,,,,,,,2.9,17.8,,,,0.85,,,0.79,,,0.8067,S1,Aceleración,Baja
2015-09,M01,Agropecuario,7.1254,,4.525,,,3066.408,,,,,,,,,,,,,,,6.3,20.9,,,,0.79,,,0.69,,,0.7178,S2,Crecimiento,Moderada
2015-10,M01,Agropecuario,3.3517,,4.75,,,2929.4723,,,,,,,,,,,,,,,2.1,20.5,,,,0.55,,,0.67,,,0.6367,S2,Crecimiento,Moderada
2015-11,M01,Agropecuario,4.8077,,5.225,,,3001.3763,,,,,,,,,,,,,,,-3.3,18.7,,,,0.65,,,0.64,,,0.6428,S2,Crecimiento,Moderada
2015-12,M01,Agropecuario,4.4097,,5.588709677419355,,,3244.2016,,,,,,,,,,,,,,,1.3,23.5,,,,0.61,,,0.6,,,0.6028,S2,Crecimiento,Moderada
2016-01,M01,Agropecuario,-1.907,,5.75,-3.2278,18.0676,3270.1952,36.414,,,,,,,,,,,,,,5.3,19.5,18.0676,,29.131200000000003,0.08,0.1705,0.0909,0.59,0.9773,,0.3235,S4,Decrecimiento,Media
2016-02,M01,Agropecuario,1.7205,,6.068965517241379,-1.8321,17.9049,3354.9569,38.5961,,,,,,,,,,,,,,10.4,25.4,17.9049,,30.87688,0.32,0.2614,0.1023,0.57,0.9886,,0.3651,S4,Decrecimiento,Media
2016-03,M01,Agropecuario,3.0548,,6.330645161290323,-1.3783,14.7103,3128.789,21.0194,,,,,,,,,,,,,,4.1,25.5,14.7103,,16.815520000000003,0.51,0.3295,0.1705,0.55,0.9318,,0.412,S3,Estabilidad,Moderada
2016-04,M01,Agropecuario,-1.1714,,6.5,5.7789,18.2099,2997.727,19.6579,,,,,,,,,,,,,,5.9,26.0,18.2099,,15.726320000000001,0.13,0.8409,0.0795,0.54,0.9091,,0.392,S4,Decrecimiento,Media
2016-05,M01,Agropecuario,-1.3439,,6.991935483870968,0.3686,23.0505,2993.5084,22.8088,,,,,,,,,,,,,,5.2,28.5,23.0505,,18.247040000000002,0.1,0.4773,0.0455,0.52,0.9545,,0.3251,S4,Decrecimiento,Media
2016-06,M01,Agropecuario,2.0009,,7.316666666666666,2.9224,24.5214,2992.8587,16.7955,,,,,,,,,,,,,,3.7,22.9,24.5214,,13.4364,0.39,0.6932,0.0227,0.49,0.8864,,0.3707,S4,Decrecimiento,Media
2016-07,M01,Agropecuario,-11.5046,,7.5,3.029,24.4392,2960.9997,8.3807,,,,,,,,,,,,,,5.5,24.2,24.4392,,6.70456,0.0,0.7159,0.0341,0.47,0.6932,,0.307,S4,Decrecimiento,Media
2016-08,M01,Agropecuario,9.5996,,7.75,6.3994,12.651,2952.7668,-1.9857,,,,,,,,,,,,,,7.9,30.1,12.651,,-1.5885600000000002,0.93,0.875,0.25,0.44,0.3864,,0.4976,S3,Estabilidad,Moderada
2016-09,M01,Agropecuario,6.1549,,7.75,-3.6934,8.8446,2924.2653,-4.6355,,,,,,,,,,,,,,2.5,23.5,8.8446,,-3.7084000000000006,0.76,0.1364,0.3636,0.44,0.2727,,0.41,S3,Estabilidad,Moderada
2016-10,M01,Agropecuario,5.0385,,7.75,-2.367,5.8562,2929.3887,-0.0029,,,,,,,,,,,,,,-5.5,20.7,5.8562,,-0.00232,0.68,0.25,0.4659,0.44,0.4886,,0.4591,S3,Estabilidad,Moderada
2016-11,M01,Agropecuario,13.8781,,7.75,-1.7686,4.5219,3110.2587,3.6277,,,,,,,,,,,,,,-4.0,22.6,4.5219,,2.9021600000000003,0.98,0.2955,0.5341,0.44,0.5682,,0.5324,S3,Estabilidad,Moderada
2016-12,M01,Agropecuario,7.5819,,7.645161290322581,-3.2151,1.0472,3009.8639,-7.2233,,,,,,,,,,,,,,-1.2,20.3,1.0472,,-5.77864,0.83,0.1818,0.7273,0.45,0.2045,,0.5446,S3,Estabilidad,Moderada
2017-01,M01,Agropecuario,10.1669,,7.5,5.9211,-0.6868,2941.3994,-10.0543,,,,,,,,,,,,,,1.9,24.8,-0.6868,,-8.04344,0.94,0.8523,0.8523,0.47,0.1705,,0.6927,S2,Crecimiento,Moderada
2017-02,M01,Agropecuario,8.7912,,7.482142857142857,0.186,-3.2165,2879.5668,-14.1698,,,,,,,,,,,,,,-0.1,23.2,-3.2165,,-11.335840000000001,0.9,0.4659,0.9432,0.48,0.0909,,0.6663,S2,Crecimiento,Moderada
2017-03,M01,Agropecuario,8.7556,,7.209677419354839,8.8086,-2.3024,2942.2861,-5.9609,,,,,,,,,,,,,,-0.9,18.6,-2.3024,,-4.76872,0.89,0.9318,0.9091,0.5,0.2386,,0.7291,S2,Crecimiento,Moderada
2017-04,M01,Agropecuario,3.2602,,7.0,2.5921,-3.6309,2877.8217,-3.9999,,,,,,,,,,,,,,-8.5,17.8,-3.6309,,-3.19992,0.54,0.6705,0.9659,0.51,0.2841,,0.6724,S2,Crecimiento,Moderada
2017-05,M01,Agropecuario,8.4563,,6.5,11.2617,-6.2575,2923.6129,-2.3349,,,,,,,,,,,,,,-8.8,15.3,-6.2575,,-1.8679200000000002,0.87,0.9773,0.9773,0.54,0.3523,,0.7749,S2,Crecimiento,Moderada
2017-06,M01,Agropecuario,13.0757,,6.25,2.1393,-7.6784,2957.0983,-1.1949,,,,,,,,,,,,,,-5.4,14.9,-7.6784,,-0.9559200000000001,0.96,0.625,0.9886,0.56,0.3977,,0.7547,S2,Crecimiento,Moderada
2017-07,M01,Agropecuario,15.0266,,5.766129032258065,7.9785,-8.3229,3036.5839,2.5527,,,,,,,,,,,,,,-5.9,14.7,-8.3229,,2.0421600000000004,0.99,0.8977,1.0,0.58,0.5568,,0.8134,S1,Aceleración,Baja
2017-08,M01,Agropecuario,1.6353,,5.5,2.2756,-1.1821,2973.2048,0.6922,,,,,,,,,,,,,,-1.9,17.5,-1.1821,,0.55376,0.31,0.6364,0.8636,0.61,0.5227,,0.6513,S2,Crecimiento,Moderada
2017-09,M01,Agropecuario,2.5543,,5.25,9.9304,-1.3344,2917.085,-0.2455,,,,,,,,,,,,,,-3.4,15.8,-1.3344,,-0.19640000000000002,0.47,0.9545,0.8864,0.62,0.4659,,0.7221,S2,Crecimiento,Moderada
2017-10,M01,Agropecuario,1.8507,,5.233870967741935,2.9856,-0.3431,2953.7558,0.8318,,,,,,,,,,,,,,-8.7,18.2,-0.3431,,0.66544,0.34,0.7045,0.8409,0.63,0.5341,,0.6644,S2,Crecimiento,Moderada
2017-11,M01,Agropecuario,-1.8499,,4.966666666666667,8.2882,0.3249,3013.4667,-3.112,,,,,,,,,,,,,,-10.1,18.6,0.3249,,-2.4896000000000003,0.09,0.9205,0.7841,0.65,0.3295,,0.6358,S2,Crecimiento,Moderada
2017-12,M01,Agropecuario,-1.3412,,4.75,3.8593,0.865,2991.7619,-0.6014,,,,,,,,,,,,,,-4.8,21.4,0.865,,-0.48112000000000005,0.11,0.7727,0.75,0.67,0.4318,,0.6207,S2,Crecimiento,Moderada
2018-01,M01,Agropecuario,2.3609,,4.733870967741935,7.9665,-0.0084,2868.5723,-2.4759,,,,,,,,,,,,,,0.0,21.8,-0.0084,,-1.9807200000000003,0.43,0.8864,0.8068,0.68,0.3409,,0.6962,S2,Crecimiento,Moderada
2018-02,M01,Agropecuario,1.1057,,4.5,3.5732,0.9605,2860.2529,-0.6707,,,,,,,,,,,,,,1.9,20.5,0.9605,,-0.53656,0.25,0.75,0.7386,0.79,0.4205,,0.6748,S2,Crecimiento,Moderada
2018-03,M01,Agropecuario,3.5176,,4.5,2.3164,1.2839,2847.9306,-3.2069,,,,,,,,,,,,,,0.2,24.6,1.2839,,-2.5655200000000002,0.56,0.6591,0.7159,0.79,0.3182,,0.6921,S2,Crecimiento,Moderada
2018-04,M01,Agropecuario,6.6859,,4.491666666666666,0.1107,0.3471,2766.285,-3.8757,,,,,,,,,,,,,,2.0,28.7,0.3471,,-3.10056,0.77,0.4545,0.7727,0.8,0.3068,,0.7156,S2,Crecimiento,Moderada
2018-05,M01,Agropecuario,5.0539,,4.25,-3.1609,0.1958,2861.8258,-2.1134,,,,,,,,,,,,,,0.5,27.0,0.1958,,-1.69072,0.69,0.2045,0.7955,1.0,0.375,,0.7541,S2,Crecimiento,Moderada
2018-06,M01,Agropecuario,-3.4705,,4.25,-0.3096,0.3928,2889.689,-2.2796,,,,,,,,,,,,,,2.4,30.7,0.3928,,-1.82368,0.04,0.3977,0.7614,1.0,0.3636,,0.6791,S2,Crecimiento,Moderada
2018-07,M01,Agropecuario,5.0222,,4.25,-6.4775,-0.3419,2885.3219,-4.9813,,,,,,,,,,,,,,5.0,29.5,-0.3419,,-3.98504,0.67,0.0909,0.8295,1.0,0.2614,,0.7417,S2,Crecimiento,Moderada
2018-08,M01,Agropecuario,-1.2215,,4.25,3.3243,-0.0684,2958.6668,-0.489,,,,,,,,,,,,,,5.3,26.6,-0.0684,,-0.3912,0.12,0.7386,0.8182,1.0,0.4432,,0.757,S2,Crecimiento,Moderada
2018-09,M01,Agropecuario,-0.7665,,4.25,-1.773,3.1469,3033.768,4.0,,,,,,,,,,,,,,3.8,28.6,3.1469,,3.2,0.14,0.2841,0.6477,1.0,0.5795,,0.6523,S2,Crecimiento,Moderada
2018-10,M01,Agropecuario,2.509,,4.25,1.1308,3.8385,3084.831,4.4376,,,,,,,,,,,,,,1.3,26.8,3.8385,,3.55008,0.46,0.5341,0.5909,1.0,0.5909,,0.71,S2,Crecimiento,Moderada
2018-11,M01,Agropecuario,-0.1559,,4.25,-1.8246,3.4515,3194.0343,5.992,,,,,,,,,,,,,,-4.3,28.0,3.4515,,4.7936000000000005,0.17,0.2727,0.625,1.0,0.6364,,0.6505,S2,Crecimiento,Moderada
2018-12,M01,Agropecuario,-0.6017,,4.25,4.3037,4.6107,3218.551,7.5805,,,,,,,,,,,,,,-1.1,29.3,4.6107,,6.0644,0.15,0.7955,0.5227,1.0,0.6818,,0.6843,S2,Crecimiento,Moderada
2019-01,M01,Agropecuario,1.38,,4.25,-3.6238,5.7861,3165.1881,10.3402,,,,,,,,,,,,,,6.3,29.3,5.7861,,8.27216,0.26,0.1477,0.4773,1.0,0.7614,,0.6047,S2,Crecimiento,Moderada
2019-02,M01,Agropecuario,0.871,,4.25,-1.5819,4.3526,3115.8386,8.9358,,,,,,,,,,,,,,5.1,31.8,4.3526,,7.14864,0.24,0.3068,0.5568,1.0,0.7159,,0.6463,S2,Crecimiento,Moderada
2019-03,M01,Agropecuario,-3.1295,,4.25,-12.2858,4.9871,3128.6842,9.8582,,,,,,,,,,,,,,3.0,27.5,4.9871,,7.88656,0.06,0.0,0.5114,1.0,0.7386,,0.5684,S3,Estabilidad,Moderada
2019-04,M01,Agropecuario,2.2121,,4.25,-11.7487,7.7624,3155.765,14.0795,,,,,,,,,,,,,,4.4,29.7,7.7624,,11.2636,0.4,0.0114,0.4091,1.0,0.8523,,0.5886,S3,Estabilidad,Moderada
2019-05,M01,Agropecuario,5.947,,4.25,-4.553,9.7298,3304.4945,15.4681,,,,,,,,,,,,,,7.1,26.3,9.7298,,12.37448,0.74,0.125,0.3409,1.0,0.875,,0.6283,S2,Crecimiento,Moderada
2019-06,M01,Agropecuario,0.5941,,4.25,1.8537,11.4145,3260.517,12.8328,,,,,,,,,,,,,,8.4,27.8,11.4145,,10.266240000000002,0.22,0.5909,0.3068,1.0,0.8295,,0.6044,S2,Crecimiento,Moderada
2019-07,M01,Agropecuario,3.7962,,4.25,-3.209,12.7638,3206.6003,11.1349,,,,,,,,,,,,,,9.3,25.8,12.7638,,8.90792,0.59,0.1932,0.2386,1.0,0.7955,,0.5789,S3,Estabilidad,Moderada
2019-08,M01,Agropecuario,4.8963,,4.25,-7.7602,12.9029,3410.729,15.2793,,,,,,,,,,,,,,10.5,29.1,12.9029,,12.22344,0.66,0.0341,0.2273,1.0,0.8636,,0.5677,S3,Estabilidad,Moderada
2019-09,M01,Agropecuario,2.688,,4.25,-5.7751,12.9686,3399.457,12.054,,,,,,,,,,,,,,11.5,27.4,12.9686,,9.6432,0.49,0.1136,0.2159,1.0,0.8182,,0.5488,S3,Estabilidad,Moderada
2019-10,M01,Agropecuario,4.6951,,4.25,-0.3593,12.3166,3433.3116,11.2966,,,,,,,,,,,,,,5.7,24.9,12.3166,,9.03728,0.63,0.3864,0.2727,1.0,0.8068,,0.6211,S2,Crecimiento,Moderada
2019-11,M01,Agropecuario,3.0876,,4.25,-6.7212,9.2512,3401.473,6.4946,,,,,,,,,,,,,,1.3,27.0,9.2512,,5.19568,0.52,0.0568,0.3523,1.0,0.6591,,0.5817,S3,Estabilidad,Moderada
2019-12,M01,Agropecuario,5.7124,5.8007,4.25,-2.8697,6.4529,3378.0506,4.9556,5.8007,3.458,5.4775,2.9535,5.7531,2.7329,2.5439,0.6908,3.6989,4.2302,2.8192,3.4123,3.8043,8.5,29.7,6.4529,,3.96448,0.71,0.2273,0.4545,1.0,0.6136,,0.6607,S2,Crecimiento,Moderada
2020-01,M01,Agropecuario,6.293,5.1341,4.25,-5.8505,4.3773,3311.1894,4.6127,5.1341,3.2458,5.3925,2.874,5.7527,1.6637,2.5962,1.0742,3.7168,3.9382,3.043,3.7552,3.6223,12.2,32.3,4.3773,,3.6901600000000006,0.77,0.1136,0.5455,1.0,0.6136,,0.684,S2,Crecimiento,Moderada
2020-02,M01,Agropecuario,7.8199,5.8704,4.25,-8.1553,7.3013,3411.0528,9.4746,5.8704,3.4514,4.829,2.6671,6.0642,1.6873,2.551,1.3054,3.409,3.7184,3.7315,3.2395,3.7201,9.8,28.3,7.3013,,7.579680000000001,0.85,0.0341,0.4318,1.0,0.7386,,0.6539,S2,Crecimiento,Moderada
2020-03,M01,Agropecuario,2.3915,7.1936,4.217741935483871,-2.7003,12.2964,3877.0484,23.9195,7.1936,3.3344,4.0861,2.8208,6.0546,1.847,2.483,1.373,3.5475,3.9095,4.0827,2.7767,3.8559,-35.0,-30.8,12.2964,,19.1356,0.45,0.2386,0.2727,1.0,0.9659,,0.5862,S3,Estabilidad,Moderada
2020-04,M01,Agropecuario,1.9007,8.2264,3.75,-6.5119,12.3865,3977.3933,26.0358,8.2264,3.0095,3.3712,2.7425,5.9734,-1.8852,2.0855,0.9004,3.2331,3.5859,4.2906,1.6267,3.5064,-35.8,-25.5,12.3865,,20.82864,0.36,0.0909,0.2614,1.0,0.9773,,0.5517,S3,Estabilidad,Moderada
2020-05,M01,Agropecuario,-5.5884,7.5726,3.298387096774193,-11.8187,10.292,3858.1916,16.7559,7.5726,2.37,2.8464,2.5016,5.9638,-4.8875,0.0389,0.327,3.0745,3.3717,4.4804,1.1417,2.8541,-21.3,-9.2,10.292,,13.404720000000001,0.02,0.0114,0.3182,1.0,0.8864,,0.509,S3,Estabilidad,Moderada
2020-06,M01,Agropecuario,0.986,6.5475,2.75,-14.39350909478787,5.5271,3701.6043,13.5281,6.5475,1.7446,2.8017,2.1302,5.9641,-4.8302,-0.7439,-1.8294,2.3617,3.2301,4.5273,0.1479,2.1933,-20.8,-3.0,5.5271,,10.82248,0.25,0.0,0.4886,1.0,0.8523,,0.5929,S3,Estabilidad,Moderada
2020-07,M01,Agropecuario,0.6841,5.0035,2.5,-5.2555,4.7087,3657.8668,14.0731,5.0035,1.7284,2.949,2.3449,5.9641,-5.1644,-0.7905,-1.6897,1.8874,3.5564,4.9514,0.1211,1.9712,-8.5,7.1,4.7087,,11.25848,0.23,0.125,0.5114,1.0,0.8523,,0.6138,S2,Crecimiento,Moderada
2020-08,M01,Agropecuario,-2.539,4.6619,2.2661290322580645,0.9177,4.847,3783.0258,10.9155,4.6619,1.6368,3.3567,2.6894,2.1623,-1.5755,-0.8795,-2.8818,2.3255,3.4075,5.3695,0.2901,1.8781,1.5,13.8,4.847,,8.7324,0.08,0.5341,0.5114,1.0,0.7841,,0.6428,S2,Crecimiento,Moderada
2020-09,M01,Agropecuario,4.9835,4.1342,1.975,-0.6375,4.9624,3750.2153,10.3181,4.1342,1.9451,3.685,2.7623,-1.5591,0.953,-0.8375,-2.7514,2.7444,3.3516,5.3759,1.0712,1.9674,6.1,22.2,4.9624,,8.25448,0.67,0.375,0.5114,1.0,0.7614,,0.701,S2,Crecimiento,Moderada
2020-10,M01,Agropecuario,-0.9147,3.5426,1.75,-7.1723,4.8631,3833.7884,11.6644,3.5426,1.6865,3.5131,2.5104,-4.0331,0.8832,-0.7534,-2.9177,2.3247,3.4769,5.0929,1.8403,1.7481,-3.0,24.2,4.8631,,9.331520000000001,0.14,0.0455,0.5114,1.0,0.8182,,0.5895,S3,Estabilidad,Moderada
2020-11,M01,Agropecuario,0.526,4.0915,1.75,-4.2572,7.48,3685.6267,8.3538,4.0915,1.495,3.2218,2.6056,-5.0188,0.4753,-1.1706,-6.6224,1.3972,3.4372,5.0065,1.7081,1.4895,-6.7,26.2,7.48,,6.68304,0.21,0.1364,0.4205,1.0,0.6932,,0.5742,S3,Estabilidad,Moderada
2020-12,M01,Agropecuario,7.5918,4.797,1.75,-5.3631,9.2871,3466.1271,2.6073,4.797,1.8145,2.6141,2.5163,-7.0185,-0.1027,-0.9567,-3.9364,0.6799,3.4267,4.962,1.3491,1.6104,-1.6,23.0,9.2871,,2.08584,0.84,0.125,0.3409,1.0,0.5682,,0.6253,S2,Crecimiento,Moderada
2021-01,M01,Agropecuario,-0.843,5.5117,1.75,-1.6723,12.6346,3491.3216,5.4401,5.5117,1.8986,2.3943,2.1764,-7.0185,-0.6419,-1.2093,-4.5387,-0.6269,3.2032,4.6222,1.3494,1.5972,3.7,32.0,12.6346,,4.35208,0.14,0.3068,0.25,1.0,0.6364,,0.5277,S3,Estabilidad,Moderada
2021-02,M01,Agropecuario,-1.9783,5.0185,1.75,-9.1987,13.0677,3554.5043,4.2055,5.0185,1.6979,2.1959,2.431,-8.1023,-0.6316,-0.6101,-3.1021,-0.046,3.357,4.5557,1.6968,1.5631,8.2,34.2,13.0677,,3.3644,0.08,0.0341,0.2045,1.0,0.5909,,0.4669,S3,Estabilidad,Moderada
2021-03,M01,Agropecuario,14.5538,3.9204,1.75,3.7475,10.4902,3612.7684,-6.8165,3.9204,1.8398,2.4382,2.1437,-7.9059,-1.5026,-0.6141,-2.705,-0.2033,3.6096,4.3762,2.209,1.5066,6.8,38.7,10.4902,,-5.4532,0.99,0.7614,0.3182,1.0,0.2273,,0.7023,S2,Crecimiento,Moderada
2021-04,M01,Agropecuario,12.5786,3.9764,1.75,5.7368,11.6135,3650.776,-8.2118,3.9764,2.1263,2.8344,2.2739,-7.1235,0.3726,-0.3147,-2.6814,-0.1635,3.8318,4.2837,3.5161,1.9478,-5.1,25.6,11.6135,,-6.56944,0.96,0.8409,0.2841,1.0,0.2045,,0.6961,S2,Crecimiento,Moderada
2021-05,M01,Agropecuario,-1.9622,9.5176,1.75,15.654370458424232,20.0885,3735.6661,-3.1757,9.5176,2.5758,2.7687,2.6395,-7.1063,0.3199,1.7292,-2.3274,-0.0273,4.76,4.124,4.3443,3.2957,-3.2,32.5,20.0885,,-2.54056,0.08,1.0,0.0568,1.0,0.3295,,0.5294,S3,Estabilidad,Moderada
2021-06,M01,Agropecuario,9.1715,8.5155,1.75,-4.0942,19.8437,3685.0427,-0.4474,8.5155,3.1817,2.8041,3.1513,-7.1065,0.1095,2.6799,-0.2499,0.1832,5.5173,4.021,5.0024,3.6348,5.8,37.2,19.8437,,-0.35792,0.92,0.1364,0.0568,1.0,0.4545,,0.5383,S3,Estabilidad,Moderada
2021-07,M01,Agropecuario,3.933,9.8111,1.75,6.8894,21.7436,3829.4181,4.6899,9.8111,3.343,2.9398,3.2518,-7.1065,0.0174,2.9177,0.022,0.5192,6.0742,3.721,4.9775,3.9701,16.3,35.8,21.7436,,3.75192,0.6,0.8864,0.0455,1.0,0.6136,,0.5968,S3,Estabilidad,Moderada
2021-08,M01,Agropecuario,2.4586,11.4953,1.75,-12.0742,22.6669,3881.1835,2.5947,11.4953,3.4693,2.8341,3.0382,-3.1617,-3.6289,3.276,1.1025,0.5441,6.9304,3.2619,5.0552,4.441,15.6,43.5,22.6669,,2.0757600000000003,0.46,0.0114,0.0455,1.0,0.5682,,0.4621,S3,Estabilidad,Moderada
2021-09,M01,Agropecuario,3.8978,12.3974,1.75,-8.0836,21.5268,3821.5377,1.9018,12.3974,3.3517,3.1047,3.1331,-2.6899,-5.9514,3.549,0.9222,1.331,7.2211,3.4625,4.8079,4.5102,20.4,40.3,21.5268,,1.5214400000000001,0.6,0.0341,0.0455,1.0,0.5568,,0.4834,S3,Estabilidad,Moderada
2021-10,M01,Agropecuario,5.3483,13.7595,2.0,-5.1104,22.7586,3773.3842,-1.5756,13.7595,3.7171,3.4555,3.6478,-0.2867,-12.231,3.8142,-2.437,1.0596,7.5458,3.9075,4.3903,4.5835,12.2,41.7,22.7586,,-1.26048,0.71,0.125,0.0455,1.0,0.3977,,0.5015,S3,Estabilidad,Moderada
2021-11,M01,Agropecuario,6.7471,15.337,2.4833333333333334,-3.6677,26.3926,3902.901,5.8952,15.337,3.8898,3.7411,3.8079,0.7481,-11.7485,4.4246,0.6847,1.0802,8.245,4.0774,4.9137,5.2589,15.2,41.5,26.3926,,4.71616,0.79,0.1477,0.0,1.0,0.6364,,0.5132,S3,Estabilidad,Moderada
2021-12,M01,Agropecuario,-0.4446,17.2344,2.693548387096774,-6.9565,33.6566,3963.1335,14.339,17.2344,3.6773,4.6015,4.1855,2.757,-12.0975,4.337,-2.5978,1.0372,8.8327,3.9842,5.6897,5.6227,11.6,41.3,33.6566,,11.471200000000001,0.17,0.0568,0.0,1.0,0.8636,,0.4296,S3,Estabilidad,Moderada
2022-01,M01,Agropecuario,-0.2709,19.9444,3.032258064516129,-3.0775,42.5839,3999.6161,14.5588,19.9444,4.0217,5.1456,5.1416,2.757,-11.8446,7.118,1.7477,2.4628,10.7251,4.6767,6.8982,6.9446,12.7,39.5,42.5839,,11.64704,0.17,0.2159,0.0,1.0,0.8636,,0.4502,S3,Estabilidad,Moderada
2022-02,M01,Agropecuario,2.2361,23.297,4.0,4.5111,49.7407,3935.8357,10.7281,23.297,4.4729,5.6266,5.8117,3.6662,-11.7306,8.8595,1.1542,2.4753,12.4084,5.289,7.4365,8.0052,15.5,37.4,49.7407,,8.58248,0.42,0.8182,0.0,1.0,0.7841,,0.5578,S3,Estabilidad,Moderada
2022-03,M01,Agropecuario,-5.6248,25.3653,4.0,2.9391,45.4673,3807.171,5.381,25.3653,4.3558,6.0452,6.7215,3.7234,-11.1415,10.5277,-1.1037,3.0292,13.5534,5.9804,7.3751,8.5279,13.6,35.5,45.4673,,4.3048,0.02,0.7045,0.0,1.0,0.6364,,0.4808,S3,Estabilidad,Moderada
2022-04,M01,Agropecuario,-2.9144,26.1691,5.0,5.9248,44.7038,3792.982,3.8952,26.1691,4.7539,6.2282,7.3711,2.847,-10.0094,11.7626,2.2258,4.1798,14.3683,6.4524,7.6788,9.2341,10.3,39.0,44.7038,,3.1161600000000003,0.07,0.8636,0.0,0.64,0.5795,,0.3782,S4,Decrecimiento,Media
2022-05,M01,Agropecuario,11.357,21.5992,5.967741935483871,10.6469,32.1113,4019.0794,7.5867,21.5992,5.3623,6.701,8.0479,2.9668,-7.1142,12.3147,2.7023,4.3884,14.7341,6.8098,7.6148,9.0668,14.4,39.0,32.1113,,6.0693600000000005,0.96,0.9773,0.0,0.57,0.6932,,0.4952,S3,Estabilidad,Moderada
2022-06,M01,Agropecuario,-1.3341,23.6494,6.0,5.3551,37.8667,3930.7667,6.6681,23.6494,5.8754,6.8449,8.4166,2.9668,-7.0854,13.0002,-0.0286,4.9781,15.1671,7.0261,8.3345,9.6738,11.5,33.7,37.8667,,5.33448,0.12,0.8182,0.0,0.57,0.6705,,0.3594,S4,Decrecimiento,Media
2022-07,M01,Agropecuario,-2.7669,24.6142,7.5,-0.8929,37.3732,4367.8058,14.0593,24.6142,6.1339,6.8024,8.654,2.9668,-6.8968,13.5832,3.3788,4.9019,15.2017,7.6811,9.1176,10.2058,9.7,30.7,37.3732,,11.247440000000001,0.07,0.375,0.0,0.47,0.8523,,0.2697,S4,Decrecimiento,Media
2022-08,M01,Agropecuario,4.0585,25.5655,9.0,-0.8855,37.7753,4322.4694,11.3699,25.5655,6.7367,6.8626,10.0138,2.5148,-6.6575,14.7474,3.7662,5.3261,15.7277,8.2061,9.481,10.836,7.1,26.9,37.7753,,9.09592,0.6,0.375,0.0,0.4,0.8182,,0.3151,S4,Decrecimiento,Media
2022-09,M01,Agropecuario,-3.1439,26.6245,9.033333333333331,9.1878,39.4576,4433.651,16.0175,26.6245,6.9162,6.9128,10.8119,5.7652,-6.6482,16.1958,5.0548,5.2428,16.2712,8.24,9.5919,11.4399,7.0,23.4,39.4576,,12.814,0.05,0.9432,0.0,0.4,0.8864,,0.3177,S4,Decrecimiento,Media
2022-10,M01,Agropecuario,-4.5425,27.022,10.03225806451613,3.9865,39.7214,4711.8303,24.8701,27.022,7.0371,7.0206,11.4845,5.8213,0.2107,16.7436,9.0652,6.4046,16.5497,8.4509,10.234,12.2218,-0.4,17.0,39.7214,,19.89608,0.02,0.7841,0.0,0.25,0.9659,,0.2445,S4,Decrecimiento,Media
2022-11,M01,Agropecuario,-2.7298,27.0819,11.0,2.1111,36.9727,4926.6607,26.2307,27.0819,6.8634,7.6796,12.2012,5.819,0.1776,17.3268,10.1062,7.9574,16.8355,8.7914,11.1934,12.5315,0.1,19.2,36.9727,,20.984560000000002,0.07,0.625,0.0,0.2,0.9773,,0.2136,S4,Decrecimiento,Media
2022-12,M01,Agropecuario,-3.1098,27.8099,11.419354838709678,-2.8993,33.4604,4788.4906,20.8259,27.8099,6.939,8.3744,13.0924,5.9816,0.2512,18.2538,11.2224,8.3579,18.5372,9.5336,11.5916,13.1225,-1.2,22.6,33.4604,,16.66072,0.07,0.2273,0.0,0.18,0.9318,,0.1526,S5,Contracción,Alta
