fecha,macrosector_id,macrosector,ise_var_anual,ipc_var_anual,tpm,var_empleo_anual,ipp_var_anual,trm,trm_var_anual,ipc_var_Alimentos,ipc_var_Alojamiento,ipc_var_Bebidas_alc,ipc_var_Bienes_div,ipc_var_Educacion,ipc_var_Info_Com,ipc_var_Muebles,ipc_var_Vestuario,ipc_var_Recreacion,ipc_var_Restaurantes,ipc_var_Salud,ipc_var_Transporte,ipc_var_Total,ici,icco,costo_var,eoe_val,trm_ajustado,ise_norm,emp_norm,costo_norm,tpm_norm,trm_norm,eoe_norm,icds,estado,estado_nombre,vulnerabilidad
2015-09,M08,Financiero y seguros,2.9236,6.7057,4.525,,,3066.408,-15.4836,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,6.3,20.9,6.7057,,6.19344,0.31,,0.71,0.69,0.82,,0.6464,S2,Crecimiento,Moderada
2015-10,M08,Financiero y seguros,7.8955,6.7057,4.75,,,2929.4723,-15.4836,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,2.1,20.5,6.7057,,6.19344,0.81,,0.71,0.67,0.82,,0.7162,S2,Crecimiento,Moderada
2015-11,M08,Financiero y seguros,1.96,6.7057,5.225,,,3001.3763,-15.4836,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-3.3,18.7,6.7057,,6.19344,0.24,,0.71,0.64,0.82,,0.6152,S2,Crecimiento,Moderada
2015-12,M08,Financiero y seguros,1.9269,6.7057,5.588709677419355,,,3244.2016,-15.4836,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,1.3,23.5,6.7057,,6.19344,0.21,,0.71,0.6,0.82,,0.5943,S3,Estabilidad,Moderada
2016-01,M08,Financiero y seguros,-1.5637,6.7057,5.75,13.5631,,3270.1952,36.414,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,5.3,19.5,6.7057,,-14.565600000000002,0.05,0.7727,0.71,0.59,0.01,,0.5485,S3,Estabilidad,Moderada
2016-02,M08,Financiero y seguros,6.2913,6.7057,6.068965517241379,-0.8025,,3354.9569,38.5961,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,10.4,25.4,6.7057,,-15.43844,0.7,0.375,0.71,0.57,0.0,,0.5776,S3,Estabilidad,Moderada
2016-03,M08,Financiero y seguros,3.0121,6.7057,6.330645161290323,19.1271,,3128.789,21.0194,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,4.1,25.5,6.7057,,-8.407760000000001,0.33,0.8864,0.71,0.55,0.05,,0.5893,S3,Estabilidad,Moderada
2016-04,M08,Financiero y seguros,-0.1223,6.7057,6.5,12.7253,,2997.727,19.6579,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,5.9,26.0,6.7057,,-7.863160000000001,0.08,0.75,0.71,0.54,0.07,,0.5353,S3,Estabilidad,Moderada
2016-05,M08,Financiero y seguros,3.221,6.7057,6.991935483870968,0.2099,,2993.5084,22.8088,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,5.2,28.5,6.7057,,-9.123520000000001,0.38,0.4205,0.71,0.52,0.03,,0.5241,S3,Estabilidad,Moderada
2016-06,M08,Financiero y seguros,1.319,6.7057,7.316666666666666,-0.3916,,2992.8587,16.7955,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,3.7,22.9,6.7057,,-6.7182,0.14,0.4091,0.71,0.49,0.09,,0.4827,S3,Estabilidad,Moderada
2016-07,M08,Financiero y seguros,-1.4739,6.7057,7.5,-9.1988,,2960.9997,8.3807,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,5.5,24.2,6.7057,,-3.35228,0.06,0.2159,0.71,0.47,0.26,,0.4489,S3,Estabilidad,Moderada
2016-08,M08,Financiero y seguros,3.035,6.7057,7.75,6.3938,,2952.7668,-1.9857,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,7.9,30.1,6.7057,,0.7942800000000001,0.34,0.625,0.71,0.44,0.53,,0.5439,S3,Estabilidad,Moderada
2016-09,M08,Financiero y seguros,5.3547,6.7057,7.75,-3.8893,,2924.2653,-4.6355,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,2.5,23.5,6.7057,,1.8542000000000003,0.62,0.3295,0.71,0.44,0.63,,0.549,S3,Estabilidad,Moderada
2016-10,M08,Financiero y seguros,5.2766,6.7057,7.75,13.5334,,2929.3887,-0.0029,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-5.5,20.7,6.7057,,0.00116,0.6,0.7614,0.71,0.44,0.44,,0.592,S3,Estabilidad,Moderada
2016-11,M08,Financiero y seguros,3.7942,6.7057,7.75,23.1841,,3110.2587,3.6277,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-4.0,22.6,6.7057,,-1.4510800000000001,0.45,0.9205,0.71,0.44,0.37,,0.5884,S3,Estabilidad,Moderada
2016-12,M08,Financiero y seguros,8.2216,6.7057,7.645161290322581,-13.95,,3009.8639,-7.2233,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-1.2,20.3,6.7057,,2.88932,0.85,0.1023,0.71,0.45,0.69,,0.5575,S3,Estabilidad,Moderada
2017-01,M08,Financiero y seguros,4.087,6.7057,7.5,-10.0834,,2941.3994,-10.0543,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,1.9,24.8,6.7057,,4.02172,0.48,0.1932,0.71,0.47,0.72,,0.5278,S3,Estabilidad,Moderada
2017-02,M08,Financiero y seguros,0.5492,6.7057,7.482142857142857,-16.5809,,2879.5668,-14.1698,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-0.1,23.2,6.7057,,5.6679200000000005,0.11,0.0568,0.71,0.48,0.79,,0.4672,S3,Estabilidad,Moderada
2017-03,M08,Financiero y seguros,3.1513,6.7057,7.209677419354839,-11.5111,,2942.2861,-5.9609,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-0.9,18.6,6.7057,,2.38436,0.37,0.1705,0.71,0.5,0.66,,0.5173,S3,Estabilidad,Moderada
2017-04,M08,Financiero y seguros,8.0568,6.7057,7.0,1.1237,,2877.8217,-3.9999,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-8.5,17.8,6.7057,,1.59996,0.83,0.4659,0.71,0.51,0.62,,0.6193,S2,Crecimiento,Moderada
2017-05,M08,Financiero y seguros,5.0398,6.7057,6.5,-6.9063,,2923.6129,-2.3349,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-8.8,15.3,6.7057,,0.9339600000000001,0.57,0.2614,0.71,0.54,0.56,,0.5649,S3,Estabilidad,Moderada
2017-06,M08,Financiero y seguros,9.417,6.7057,6.25,-0.7195,,2957.0983,-1.1949,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-5.4,14.9,6.7057,,0.47796000000000005,0.93,0.3977,0.71,0.56,0.52,,0.6363,S2,Crecimiento,Moderada
2017-07,M08,Financiero y seguros,0.5267,6.7057,5.766129032258065,14.8679,,3036.5839,2.5527,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-5.9,14.7,6.7057,,-1.0210800000000002,0.1,0.8295,0.71,0.58,0.38,,0.5791,S3,Estabilidad,Moderada
2017-08,M08,Financiero y seguros,5.9124,6.7057,5.5,-16.9781,,2973.2048,0.6922,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-1.9,17.5,6.7057,,-0.27688,0.66,0.0455,0.71,0.61,0.41,,0.5657,S3,Estabilidad,Moderada
2017-09,M08,Financiero y seguros,6.2325,6.7057,5.25,-6.4699,,2917.085,-0.2455,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-3.4,15.8,6.7057,,0.09820000000000001,0.69,0.2727,0.71,0.62,0.46,,0.6054,S2,Crecimiento,Moderada
2017-10,M08,Financiero y seguros,6.4445,6.7057,5.233870967741935,-19.3397,,2953.7558,0.8318,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-8.7,18.2,6.7057,,-0.33272,0.71,0.0227,0.71,0.63,0.4,,0.5761,S3,Estabilidad,Moderada
2017-11,M08,Financiero y seguros,7.2717,6.7057,4.966666666666667,-4.4851,,3013.4667,-3.112,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-10.1,18.6,6.7057,,1.2448000000000001,0.76,0.3068,0.71,0.65,0.58,,0.6364,S2,Crecimiento,Moderada
2017-12,M08,Financiero y seguros,8.1128,6.7057,4.75,1.4155,,2991.7619,-0.6014,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-4.8,21.4,6.7057,,0.24056000000000002,0.84,0.4773,0.71,0.67,0.49,,0.6715,S2,Crecimiento,Moderada
2018-01,M08,Financiero y seguros,1.5553,6.7057,4.733870967741935,-14.1494,,2868.5723,-2.4759,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,0.0,21.8,6.7057,,0.9903600000000001,0.15,0.0795,0.71,0.68,0.57,,0.5342,S3,Estabilidad,Moderada
2018-02,M08,Financiero y seguros,5.5498,6.7057,4.5,10.2704,,2860.2529,-0.6707,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,1.9,20.5,6.7057,,0.26828,0.63,0.7273,0.71,0.79,0.5,,0.7183,S2,Crecimiento,Moderada
2018-03,M08,Financiero y seguros,4.3496,6.7057,4.5,4.2336,,2847.9306,-3.2069,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,0.2,24.6,6.7057,,1.2827600000000001,0.5,0.5455,0.71,0.79,0.59,,0.6819,S2,Crecimiento,Moderada
2018-04,M08,Financiero y seguros,6.1053,6.7057,4.491666666666666,-8.4909,,2766.285,-3.8757,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,2.0,28.7,6.7057,,1.55028,0.67,0.25,0.71,0.8,0.6,,0.6708,S2,Crecimiento,Moderada
2018-05,M08,Financiero y seguros,4.9699,6.7057,4.25,14.1735,,2861.8258,-2.1134,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,0.5,27.0,6.7057,,0.84536,0.56,0.7955,0.71,1.0,0.54,,0.7938,S2,Crecimiento,Moderada
2018-06,M08,Financiero y seguros,2.1069,6.7057,4.25,-25.8888,,2889.689,-2.2796,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,2.4,30.7,6.7057,,0.91184,0.27,0.0,0.71,1.0,0.55,,0.652,S2,Crecimiento,Moderada
2018-07,M08,Financiero y seguros,4.5444,6.7057,4.25,-9.8132,,2885.3219,-4.9813,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,5.0,29.5,6.7057,,1.99252,0.51,0.2045,0.71,1.0,0.64,,0.7159,S2,Crecimiento,Moderada
2018-08,M08,Financiero y seguros,6.1231,6.7057,4.25,4.6592,,2958.6668,-0.489,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,5.3,26.6,6.7057,,0.1956,0.68,0.5568,0.71,1.0,0.48,,0.7759,S2,Crecimiento,Moderada
2018-09,M08,Financiero y seguros,1.8468,6.7057,4.25,17.4993,,3033.768,4.0,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,3.8,28.6,6.7057,,-1.6,0.18,0.8636,0.71,1.0,0.36,,0.7414,S2,Crecimiento,Moderada
2018-10,M08,Financiero y seguros,1.9323,6.7057,4.25,15.8193,,3084.831,4.4376,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,1.3,26.8,6.7057,,-1.77504,0.22,0.8409,0.71,1.0,0.35,,0.7433,S2,Crecimiento,Moderada
2018-11,M08,Financiero y seguros,3.8581,6.7057,4.25,-20.0223,,3194.0343,5.992,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-4.3,28.0,6.7057,,-2.3968000000000003,0.46,0.0114,0.71,1.0,0.31,,0.6663,S2,Crecimiento,Moderada
2018-12,M08,Financiero y seguros,2.142,6.7057,4.25,14.4845,,3218.551,7.5805,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,-1.1,29.3,6.7057,,-3.0322,0.28,0.8068,0.71,1.0,0.27,,0.7427,S2,Crecimiento,Moderada
2019-01,M08,Financiero y seguros,3.3148,6.7057,4.25,25.7163,,3165.1881,10.3402,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,6.3,29.3,6.7057,,-4.13608,0.39,0.9545,0.71,1.0,0.2,,0.773,S2,Crecimiento,Moderada
2019-02,M08,Financiero y seguros,7.4158,6.7057,4.25,17.8316,,3115.8386,8.9358,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,5.1,31.8,6.7057,,-3.57432,0.77,0.875,0.71,1.0,0.24,,0.8164,S1,Aceleración,Baja
2019-03,M08,Financiero y seguros,9.3852,6.7057,4.25,3.2724,,3128.6842,9.8582,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,3.0,27.5,6.7057,,-3.94328,0.92,0.5114,0.71,1.0,0.22,,0.7886,S2,Crecimiento,Moderada
2019-04,M08,Financiero y seguros,3.7319,6.7057,4.25,22.6566,,3155.765,14.0795,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,4.4,29.7,6.7057,,-5.6318,0.43,0.9091,0.71,1.0,0.12,,0.7682,S2,Crecimiento,Moderada
2019-05,M08,Financiero y seguros,7.535,6.7057,4.25,-5.9655,,3304.4945,15.4681,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,7.1,26.3,6.7057,,-6.18724,0.78,0.2841,0.71,1.0,0.1,,0.7337,S2,Crecimiento,Moderada
2019-06,M08,Financiero y seguros,3.9628,6.7057,4.25,13.9021,,3260.517,12.8328,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,8.4,27.8,6.7057,,-5.133120000000001,0.47,0.7841,0.71,1.0,0.14,,0.7586,S2,Crecimiento,Moderada
2019-07,M08,Financiero y seguros,10.7233,6.7057,4.25,9.5469,,3206.6003,11.1349,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,9.3,25.8,6.7057,,-4.45396,0.94,0.7159,0.71,1.0,0.17,,0.8151,S1,Aceleración,Baja
2019-08,M08,Financiero y seguros,5.2273,6.7057,4.25,-8.8298,,3410.729,15.2793,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,10.5,29.1,6.7057,,-6.11172,0.59,0.2273,0.71,1.0,0.11,,0.7011,S2,Crecimiento,Moderada
2019-09,M08,Financiero y seguros,8.7268,6.7057,4.25,1.5594,,3399.457,12.054,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,11.5,27.4,6.7057,,-4.8216,0.87,0.4886,0.71,1.0,0.15,,0.7751,S2,Crecimiento,Moderada
2019-10,M08,Financiero y seguros,7.1107,6.7057,4.25,2.8766,,3433.3116,11.2966,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,5.7,24.9,6.7057,,-4.51864,0.73,0.5,0.71,1.0,0.16,,0.7581,S2,Crecimiento,Moderada
2019-11,M08,Financiero y seguros,7.7834,6.7057,4.25,6.7885,,3401.473,6.4946,6.7057,4.11,6.9148,6.1084,7.5831,4.8766,5.7883,2.6704,2.5179,9.6104,8.2116,4.9486,5.6813,1.3,27.0,6.7057,,-2.59784,0.79,0.6364,0.71,1.0,0.29,,0.7909,S2,Crecimiento,Moderada
2019-12,M08,Financiero y seguros,0.5554,5.8007,4.25,-0.7765,,3378.0506,4.9556,5.8007,3.458,5.4775,2.9535,5.7531,2.7329,2.5439,0.6908,3.6989,4.2302,2.8192,3.4123,3.8043,8.5,29.7,5.8007,,-1.98224,0.12,0.3864,0.77,1.0,0.33,,0.6895,S2,Crecimiento,Moderada
2020-01,M08,Financiero y seguros,9.9607,5.1341,4.25,-6.5802,,3311.1894,4.6127,5.1341,3.2458,5.3925,2.874,5.7527,1.6637,2.5962,1.0742,3.7168,3.9382,3.043,3.7552,3.6223,12.2,32.3,5.1341,,-1.8450800000000003,0.94,0.2727,0.8,1.0,0.34,,0.7964,S2,Crecimiento,Moderada
2020-02,M08,Financiero y seguros,4.549,5.8704,4.25,-8.1755,,3411.0528,9.4746,5.8704,3.4514,4.829,2.6671,6.0642,1.6873,2.551,1.3054,3.409,3.7184,3.7315,3.2395,3.7201,9.8,28.3,5.8704,,-3.7898400000000003,0.52,0.2614,0.75,1.0,0.23,,0.7156,S2,Crecimiento,Moderada
2020-03,M08,Financiero y seguros,-6.9247,7.1936,4.217741935483871,-2.6482,,3877.0484,23.9195,7.1936,3.3344,4.0861,2.8208,6.0546,1.847,2.483,1.373,3.5475,3.9095,4.0827,2.7767,3.8559,-35.0,-30.8,7.1936,,-9.5678,0.0,0.3523,0.11,1.0,0.03,,0.436,S3,Estabilidad,Moderada
2020-04,M08,Financiero y seguros,0.7472,8.2264,3.75,-19.4158,,3977.3933,26.0358,8.2264,3.0095,3.3712,2.7425,5.9734,-1.8852,2.0855,0.9004,3.2331,3.5859,4.2906,1.6267,3.5064,-35.8,-25.5,8.2264,,-10.41432,0.13,0.0227,0.11,1.0,0.02,,0.4104,S3,Estabilidad,Moderada
2020-05,M08,Financiero y seguros,1.5642,7.5726,3.298387096774193,-5.0662,,3858.1916,16.7559,7.5726,2.37,2.8464,2.5016,5.9638,-4.8875,0.0389,0.327,3.0745,3.3717,4.4804,1.1417,2.8541,-21.3,-9.2,7.5726,,-6.7023600000000005,0.16,0.3068,0.11,1.0,0.1,,0.4555,S3,Estabilidad,Moderada
2020-06,M08,Financiero y seguros,1.5794,6.5475,2.75,17.1154,,3701.6043,13.5281,6.5475,1.7446,2.8017,2.1302,5.9641,-4.8302,-0.7439,-1.8294,2.3617,3.2301,4.5273,0.1479,2.1933,-20.8,-3.0,6.5475,,-5.41124,0.16,0.8636,0.72,1.0,0.13,,0.7295,S2,Crecimiento,Moderada
2020-07,M08,Financiero y seguros,2.0879,5.0035,2.5,-29.1535,,3657.8668,14.0731,5.0035,1.7284,2.949,2.3449,5.9641,-5.1644,-0.7905,-1.6897,1.8874,3.5564,4.9514,0.1211,1.9712,-8.5,7.1,5.0035,,-5.62924,0.27,0.0,0.82,1.0,0.13,,0.6655,S2,Crecimiento,Moderada
2020-08,M08,Financiero y seguros,2.9336,4.6619,2.2661290322580645,4.6406,,3783.0258,10.9155,4.6619,1.6368,3.3567,2.6894,2.1623,-1.5755,-0.8795,-2.8818,2.3255,3.4075,5.3695,0.2901,1.8781,1.5,13.8,4.6619,,-4.3662,0.32,0.5568,0.86,1.0,0.19,,0.7607,S2,Crecimiento,Moderada
2020-09,M08,Financiero y seguros,0.8647,4.1342,1.975,-22.586,,3750.2153,10.3181,4.1342,1.9451,3.685,2.7623,-1.5591,0.953,-0.8375,-2.7514,2.7444,3.3516,5.3759,1.0712,1.9674,6.1,22.2,4.1342,,-4.12724,0.13,0.0114,0.91,1.0,0.21,,0.6818,S2,Crecimiento,Moderada
2020-10,M08,Financiero y seguros,2.8527,3.5426,1.75,-29.0578,,3833.7884,11.6644,3.5426,1.6865,3.5131,2.5104,-4.0331,0.8832,-0.7534,-2.9177,2.3247,3.4769,5.0929,1.8403,1.7481,-3.0,24.2,3.5426,,-4.665760000000001,0.31,0.0,0.91,1.0,0.16,,0.702,S2,Crecimiento,Moderada
2020-11,M08,Financiero y seguros,-0.8187,4.0915,1.75,-0.0081,,3685.6267,8.3538,4.0915,1.495,3.2218,2.6056,-5.0188,0.4753,-1.1706,-6.6224,1.3972,3.4372,5.0065,1.7081,1.4895,-6.7,26.2,4.0915,,-3.34152,0.08,0.4205,0.91,1.0,0.27,,0.7312,S2,Crecimiento,Moderada
2020-12,M08,Financiero y seguros,8.3607,4.797,1.75,-10.4006,,3466.1271,2.6073,4.797,1.8145,2.6141,2.5163,-7.0185,-0.1027,-0.9567,-3.9364,0.6799,3.4267,4.962,1.3491,1.6104,-1.6,23.0,4.797,,-1.04292,0.87,0.1932,0.84,1.0,0.38,,0.7919,S2,Crecimiento,Moderada
2021-01,M08,Financiero y seguros,4.0449,5.5117,1.75,31.9087,,3491.3216,5.4401,5.5117,1.8986,2.3943,2.1764,-7.0185,-0.6419,-1.2093,-4.5387,-0.6269,3.2032,4.6222,1.3494,1.5972,3.7,32.0,5.5117,,-2.17604,0.48,0.9773,0.78,1.0,0.32,,0.8176,S1,Aceleración,Baja
2021-02,M08,Financiero y seguros,0.8775,5.0185,1.75,10.9031,,3554.5043,4.2055,5.0185,1.6979,2.1959,2.431,-8.1023,-0.6316,-0.6101,-3.1021,-0.046,3.357,4.5557,1.6968,1.5631,8.2,34.2,5.0185,,-1.6822,0.13,0.7386,0.82,1.0,0.36,,0.7545,S2,Crecimiento,Moderada
2021-03,M08,Financiero y seguros,9.99,3.9204,1.75,19.3055,,3612.7684,-6.8165,3.9204,1.8398,2.4382,2.1437,-7.9059,-1.5026,-0.6141,-2.705,-0.2033,3.6096,4.3762,2.209,1.5066,6.8,38.7,3.9204,,2.7266,0.94,0.8977,0.91,1.0,0.68,,0.9318,S1,Aceleración,Baja
2021-04,M08,Financiero y seguros,5.9314,3.9764,1.75,36.0919,,3650.776,-8.2118,3.9764,2.1263,2.8344,2.2739,-7.1235,0.3726,-0.3147,-2.6814,-0.1635,3.8318,4.2837,3.5161,1.9478,-5.1,25.6,3.9764,,3.28472,0.67,0.9773,0.91,1.0,0.7,,0.9066,S1,Aceleración,Baja
2021-05,M08,Financiero y seguros,-0.6335,9.5176,1.75,28.8796,,3735.6661,-3.1757,9.5176,2.5758,2.7687,2.6395,-7.1063,0.3199,1.7292,-2.3274,-0.0273,4.76,4.124,4.3443,3.2957,-3.2,32.5,9.5176,,1.27028,0.08,0.9773,0.1,1.0,0.59,,0.5546,S3,Estabilidad,Moderada
2021-06,M08,Financiero y seguros,4.7841,8.5155,1.75,17.9229,,3685.0427,-0.4474,8.5155,3.1817,2.8041,3.1513,-7.1065,0.1095,2.6799,-0.2499,0.1832,5.5173,4.021,5.0024,3.6348,5.8,37.2,8.5155,,0.17896,0.54,0.8864,0.1,1.0,0.48,,0.5994,S3,Estabilidad,Moderada
2021-07,M08,Financiero y seguros,1.284,9.8111,1.75,52.62410145903953,,3829.4181,4.6899,9.8111,3.343,2.9398,3.2518,-7.1065,0.0174,2.9177,0.022,0.5192,6.0742,3.721,4.9775,3.9701,16.3,35.8,9.8111,,-1.87596,0.14,0.9773,0.1,1.0,0.34,,0.5493,S3,Estabilidad,Moderada
2021-08,M08,Financiero y seguros,-4.0384,11.4953,1.75,21.0014,,3881.1835,2.5947,11.4953,3.4693,2.8341,3.0382,-3.1617,-3.6289,3.276,1.1025,0.5441,6.9304,3.2619,5.0552,4.441,15.6,43.5,11.4953,,-1.0378800000000001,0.02,0.9091,0.08,1.0,0.38,,0.5198,S3,Estabilidad,Moderada
2021-09,M08,Financiero y seguros,9.4987,12.3974,1.75,52.62410145903953,,3821.5377,1.9018,12.3974,3.3517,3.1047,3.1331,-2.6899,-5.9514,3.549,0.9222,1.331,7.2211,3.4625,4.8079,4.5102,20.4,40.3,12.3974,,-0.7607200000000001,0.94,0.9773,0.08,1.0,0.39,,0.654,S2,Crecimiento,Moderada
2021-10,M08,Financiero y seguros,3.5801,13.7595,2.0,52.62410145903953,,3773.3842,-1.5756,13.7595,3.7171,3.4555,3.6478,-0.2867,-12.231,3.8142,-2.437,1.0596,7.5458,3.9075,4.3903,4.5835,12.2,41.7,13.7595,,0.63024,0.41,0.9773,0.06,1.0,0.53,,0.5831,S3,Estabilidad,Moderada
2021-11,M08,Financiero y seguros,7.4269,15.337,2.4833333333333334,16.6284,,3902.901,5.8952,15.337,3.8898,3.7411,3.8079,0.7481,-11.7485,4.4246,0.6847,1.0802,8.245,4.0774,4.9137,5.2589,15.2,41.5,15.337,,-2.35808,0.78,0.8523,0.05,1.0,0.32,,0.6025,S2,Crecimiento,Moderada
2021-12,M08,Financiero y seguros,2.5429,17.2344,2.693548387096774,49.8554,,3963.1335,14.339,17.2344,3.6773,4.6015,4.1855,2.757,-12.0975,4.337,-2.5978,1.0372,8.8327,3.9842,5.6897,5.6227,11.6,41.3,17.2344,,-5.735600000000001,0.3,0.9773,0.04,1.0,0.12,,0.5395,S3,Estabilidad,Moderada
2022-01,M08,Financiero y seguros,-29.6444,19.9444,3.032258064516129,13.9052,,3999.6161,14.5588,19.9444,4.0217,5.1456,5.1416,2.757,-11.8446,7.118,1.7477,2.4628,10.7251,4.6767,6.8982,6.9446,12.7,39.5,19.9444,,-5.82352,0.0,0.7955,0.03,1.0,0.12,,0.4719,S3,Estabilidad,Moderada
